MovieID,Name,Date_Added,Release_Year,Rating,Duration(minutes),Description
5437,Scooby-Doo on Zombie Island,"December 15, 2019",1998,TV-PG,77,"When Daphne's TV show does a segment on real monsters, the gang fires up the Mystery Machine and heads to Moonscar Island, where zombies await."
5438,Scott Pilgrim vs. the World,"September 16, 2018",2010,PG-13,112,"Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
5439,Scream 2,"October 1, 2019",1997,R,121,"Gale has written a best-seller which has been turned into a film. As the movie premiere looms closer, the mysterious deaths begin again."
5440,Scream 3,"July 1, 2019",2000,R,117,"This installment of the tongue-in-cheek horror franchise finds Sidney Prescott once again battling a crazed killer – this time, on a movie set."
5441,Seal Team Six: The Raid on Osama Bin Laden,"January 1, 2020",2012,TV-MA,90,"In this dramatic recreation, U.S. Navy SEAL Team 6 trains for a critical mission, then executes a tough nighttime raid on Osama Bin Laden's compound."
5442,Searching for Bobby Fischer,"December 7, 2020",1993,PG,110,"When a father learns that his 7-year-old son is a whiz at speed chess, he hires an implacable chess master to coach the boy for competitions."
5443,Searching for Sugar Man,"December 1, 2019",2012,PG-13,86,"Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
5444,Season of the Witch,"April 26, 2019",2011,PG-13,95,A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.
5445,Secret,"July 1, 2018",2007,TV-PG,101,"Enchanted by a pretty pianist and the haunting melody she plays, a musical prodigy falls in love. But a secret soon threatens to derail their romance."
5446,Secret in Their Eyes,"April 1, 2018",2015,PG-13,111,"A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then."
5447,Secrets of Althorp - The Spencers,"April 22, 2017",2013,TV-PG,54,"Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years."
5448,Secrets of Chatsworth,"February 22, 2017",2013,TV-PG,54,"Tales of tragedy and scandal unfold through the history of Chatsworth, a grand estate that has been home to some of England's most noted aristocrats."
5449,Secrets of Henry VIII's Palace: Hampton Court,"February 22, 2017",2013,TV-PG,54,The history of this grand 500-year-old palace is inextricably tied to the lavish lifestyle of King Henry VIII and the doomed fates of his six wives.
5450,Secrets of Her Majesty's Secret Service,"February 22, 2017",2014,TV-PG,55,"This documentary spotlights more than 100 years of operatives and operations in the U.K.'s secret service, the world's oldest intelligence agency."
5451,Secrets of Highclere Castle,"February 22, 2017",2013,TV-PG,54,"Known as the setting of ""Downton Abbey,"" Highclere Castle truly was the home of aristocrats and an army of servants, with a rich past to share."
5452,Secrets of Scotland Yard,"April 22, 2017",2013,TV-14,55,"Revisit famous cases and explore the history of Scotland Yard, one of the world's oldest detective forces and a name synonymous with crime solving."
5453,Secrets of Selfridges,"April 22, 2017",2014,TV-PG,55,American Harry Gordon Selfridge introduced Londoners to a new retail model that made shopping less of a practical pursuit and more of an adventure.
5454,Secrets of the Tower of London,"February 22, 2017",2013,TV-PG,55,"Explore the storied history of the iconic Tower of London as it evolved from a royal castle into a dungeon prison and, finally, an armory and mint."
5455,Secrets of Underground London,"April 22, 2017",2014,TV-PG,55,"Experts examine the ruins and relics hidden beneath London's surface, unearthing a Roman amphitheater, plague pits, air raid shelters and more."
5456,Secrets of Westminster,"April 22, 2017",2014,TV-PG,55,"Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings."
5457,Sen Kimsin?,"March 10, 2017",2012,TV-14,102,"Desperate for cash, klutzy private investigator Tekin searches for a wealthy woman's missing girl but faces one surprise and mishap after another."
5458,Senna,"October 1, 2019",2010,PG-13,106,"This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil."
5459,"Septiembre, un llanto en silencio","March 10, 2018",2017,TV-MA,69,"After a terrorist attack in Guatemala, a baby is rendered deaf and motherless and her father is left to raise her alone."
5460,Set Up,"January 10, 2020",2011,R,85,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival."
5461,Sex and the City 2,"January 1, 2021",2010,R,146,"Best friends Carrie, Miranda, Samantha and Charlotte take a break from their busy New York lives for an all-expenses-paid luxury vacation to Abu Dhabi."
5462,Sex and the City: The Movie,"January 1, 2021",2008,R,145,"When Carrie's big step forward in her relationship goes awry, best friends Charlotte, Miranda and Samantha are there to help her pick up the pieces."
5463,Sex Doll,"July 10, 2017",2016,UR,103,"A high-end call girl falls for a handsome man she meets at a nightclub, but he harbors a secret that throws a wrench in their relationship."
5464,"Sexo, Pudor y Lagrimas","December 15, 2017",1999,R,111,"Passions flare and alliances form when neighbors Ana and Miguel each start an affair with former lovers, right under their spouses' noses."
5465,SGT. Will Gardner,"May 19, 2019",2019,TV-MA,125,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror."
5466,Shahanpan Dega Deva,"January 1, 2018",2011,TV-14,115,"At large in the city, five inmates of a mental asylum run up against the insanity of the outside world while trying to prevent a terrorist plot."
5467,Shakti: The Power,"March 1, 2018",2002,TV-MA,168,A young mother must break free of the clutches of her husband's feudal family and bring herself and her young child to safety.
5468,Shanghai,"March 1, 2018",2012,TV-14,109,Three disparate characters uncover government corruption as a small Indian town receives an influx of foreign money to turn it into the next Shanghai.
5469,Shararat,"March 1, 2018",2002,TV-PG,148,"Unable to bribe his way out of a reckless driving charge, an arrogant rich kid is sentenced to community service at a home for senior citizens."
5470,Shark Busters,"August 16, 2018",2002,TV-14,92,"Hit by a media storm over his own mounting debts, a police officer leads an investigation against the loan sharks behind a sinister credit scheme."
5471,Shark Night,"November 2, 2019",2011,PG-13,91,A weekend of beach-house debauchery turns into a nightmare for a group of friends when they discover that the waters are infested with vicious sharks.
5472,Shaurya: It Takes Courage to Make Right... Right,"March 1, 2018",2008,TV-14,135,Courtroom intrigue plays out against a backdrop of military secrets in this Bollywood drama with a plot that's reminiscent of A Few Good Men.
5473,She Did That,"February 4, 2020",2019,TV-PG,71,"Go inside the lives of extraordinary, black female entrepreneurs as they discuss building legacies and pioneering a new future for the next generation."
5474,Shelter,"December 29, 2017",2010,R,112,A forensic psychiatrist has to think outside the box when she takes on a patient whose multiple personalities lead to a trail of murder victims.
5475,Sherlock Holmes,"January 1, 2021",2009,PG-13,128,The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.
5476,Shiva,"December 31, 2019",1990,TV-MA,168,"A young man enrolls at a college and becomes a rival to the student-union president, who’s using force and intimidation to advance his criminal agenda."
5477,Shopkins: Chef Club,"November 15, 2018",2016,TV-Y,45,"In this first full Shopkins movie, Peppa-Mint is the new Shoppie in town who stirs things up by hosting a team cooking competition."
5478,Shopkins: Wild,"November 15, 2018",2018,TV-Y,75,Beloved movie star Scarletta Gateau visits Shopville and recruits the Shopkins for a quest through the jungle to the mysterious world of Pawville.
5479,Shopkins: World Vacation,"November 15, 2018",2017,TV-Y,71,"The Shopkins and Shoppies jet around the world in search of missing friend Kooky Cookie, a stolen diamond and more vloggable adventure."
5480,Shorgul,"October 30, 2018",2016,TV-14,122,A Hindu boy's feelings for a Muslim girl expose the tensions between their two communities and open the door to chaos and violence.
5481,Short Term 12,"July 18, 2019",2013,R,97,"A new charge at a foster care facility dredges up the memories of a young supervisor's own troubled past, and her tough exterior begins eroding."
5482,Shorts,"July 1, 2019",2009,PG,89,Chaos erupts when locals learn that an 11-year-old boy has discovered a mysterious rock that grants the wishes of whoever possesses it.
5483,SHOT! The Psycho-Spiritual Mantra of Rock,"August 10, 2017",2016,TV-MA,98,Aptly named iconic rock photographer Mick Rock reconstructs his journey through the thrilling and murky universe of rock 'n' roll history.
5484,Shuddhi,"March 1, 2018",2017,TV-14,115,An American woman on a revenge mission travels to India and befriends two journalists seeking justice for violent crimes against women.
5485,Shutter,"September 5, 2018",2004,TV-MA,96,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice."
5486,Sicilian Ghost Story,"July 6, 2019",2017,TV-MA,119,"When officials are slow to investigate a mysterious disappearance, a teen girl searches the dark woods on the outskirts of town for the boy she loves."
5487,Siddhant,"October 30, 2018",2014,TV-G,105,A principled mathematics teacher is shocked to discover that his grandson used unethical means to achieve academic success.
5488,Silencer,"December 3, 2018",2018,TV-MA,88,"When a drug lord kidnaps his girlfriend’s daughter, a retired assassin leaves his newly peaceful life to go on a ruthless rampage to rescue the child."
5489,Silent Hill: Revelation,"December 13, 2019",2012,R,94,"Haunted by nightmares and her father's disappearance, Heather goes on the hunt for him – and discovers a disturbing truth about her own identity."
5490,Silicon Cowboys,"April 1, 2017",2016,TV-PG,77,"This documentary tells the story of Compaq Computer and its three founders, who in 1982, took on Goliath IBM at the height of its PC dominance."
5491,Singh Saab the Great,"July 15, 2017",2013,TV-14,143,"As the result of a TV journalist's curiosity, the amazing saga of an honorable government tax collector's past comes to light."
5492,Single,"September 28, 2018",2015,TV-PG,127,"Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother."
5493,Singularity,"June 1, 2018",2017,PG-13,92,"Nearly a century after artificial intelligence tried to eradicate people from Earth, two survivors search for a human enclave rumored to still exist."
5494,Sinister Circle,"October 1, 2019",2017,TV-MA,87,A psychologist and her mute son confront evil forces at the site of a terrible tragedy involving an ancestral Ouija board and a demonic secret society.
5495,Siren,"January 1, 2020",2016,TV-MA,83,A groom-to-be and his pals celebrate with a debauched night out that ends with a supernatural assault by a stripper who is not what she appears to be.
5496,Sister Code,"February 14, 2016",2015,R,95,"After the death of their beloved mother, three foster sisters find their bond tested by old grudges, career tensions and a startling revelation."
5497,Skin Trade,"December 17, 2018",2014,R,96,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.
5498,Skiptrace,"July 4, 2019",2016,PG-13,107,"To capture a crime lord who killed his partner and kidnapped his partner's daughter, a Hong Kong detective teams with a smart aleck American gambler."
5499,Sky on Fire,"August 5, 2017",2016,TV-MA,100,The security chief at a top-level medical facility must fight to ensure that revolutionary cancer research doesn't fall into the wrong hands.
5500,Skydancers,"June 27, 2018",2014,TV-G,49,Only a few women pilots take part in the sport of aerobatics. Director Fredric Lean captures their powerful spirit at the World Aerobatic Championships.
5501,Skyline,"January 16, 2019",2010,PG-13,94,"After a wild night of partying, Terry discovers that he's one of the few people left on Earth, then sets out to solve the mystery of what happened."
5502,Sleeping with Other People,"October 2, 2017",2015,R,101,"Many years after hooking up in college, two people cross paths and realize they are both serial philanderers who need each other's help to reform."
5503,Sleepover,"March 1, 2020",2004,PG,89,"As high school approaches, four best friends have a summer sleepover and participate in a scavenger hunt against their popular archrivals."
5504,Sling Blade,"November 1, 2019",1996,R,135,"A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover."
5505,Sliver,"January 1, 2020",1993,R,107,"A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored."
5506,Slow West,"July 26, 2018",2015,R,84,"Determined to find the woman he loves, a Scottish teenager braves the Western frontier of 19th-century America, with bounty hunters hot on his trail."
5507,Small Soldiers,"June 1, 2019",1998,PG-13,110,"When the Commando Elite, a group of toy action figures, are released before they've been tested, they attack the children playing with them."
5508,Smart People,"July 12, 2019",2008,R,95,An unexpected romance and a surprise visit from his wild brother turn the life of widowed professor Lawrence Wetherhold upside down.
5509,Smash: Motorized Mayhem,"May 15, 2017",2017,TV-MA,66,"Buckle up for a look inside a biannual school bus race in Florida, a harrowing event where carnage and collisions are most definitely encouraged."
5510,SMOSH: The Movie,"September 22, 2015",2015,PG-13,83,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip."
5511,Sniper: Special Ops,"January 10, 2020",2016,R,86,"After a mission to rescue a U.S. congressman from the Taliban ends with two men left behind, their sniper buddies go against orders to get them back."
5512,Socha Na Tha,"July 1, 2018",2005,TV-14,137,"An arranged marriage becomes a friendship for Viren and Aditi, who aren't in love – until they begin having unexpected feelings for each other."
5513,Social Animals,"March 19, 2019",2018,TV-MA,87,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives."
5514,Soekarno,"January 5, 2019",2013,TV-MA,142,This biographical drama about Indonesia's first president recounts his nationalist crusade to seize independence from Dutch colonial rule.
5515,Solo Con Tu Pareja,"September 1, 2018",1991,NR,94,A yuppie playboy looks for a quick death after being falsely diagnosed with AIDS by a nurse who was once cheated by the young Casanova.
5516,Solo: A Star Wars Story,"January 9, 2019",2018,PG-13,135,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
5517,Solo: A Star Wars Story (Spanish Version),"January 9, 2019",2018,PG-13,135,"A young Han Solo tries to settle an old score with the help of his new buddy Chewbacca, a crew of space smugglers and a cunning old friend."
5518,Solomon Kane,"February 15, 2018",2009,R,104,"In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul."
5519,Some Freaks,"December 18, 2017",2017,TV-MA,97,"A one-eyed boy and plus-sized girl form a deep connection. But following a brief separation, they reunite as different people."
5520,Something's Gotta Give,"August 1, 2019",2003,PG-13,128,"Still sexy at 60, Harry Sanborn wines and dines women half his age. But a getaway with his girlfriend goes awry when her mother drops in unannounced."
5521,Son of a Gun,"July 19, 2018",2014,R,109,A young petty thief who received protection from a notorious inmate in jail is forced to spring his defender from prison and help pull off a heist.
5522,Sons of Ben,"December 10, 2016",2016,NR,73,"Passion is an understatement. Meet the folks who wanted a Major League Soccer club in Philadelphia so badly, they became fans before it even existed."
5523,Soul Surfer,"May 17, 2020",2011,PG,106,Hawaiian teen Bethany Hamilton bravely returns to competitive surfing after losing her left arm in a vicious shark attack.
5524,Soul to Keep,"July 1, 2019",2019,TV-MA,94,"Two siblings invite friends to their inherited, remote country home, but the fun stops when the group summons a demonic force from an old spellbook."
5525,Sour Grapes,"November 18, 2016",2016,NR,85,A dizzying chronicle of excess and deception dissects a fascinating case of fine-wine fraud and the con man who cheated investors out of millions.
5526,Sparkle,"November 1, 2019",1976,PG,98,"In 1950s Harlem, three singing sisters hit the big time and end up losing one another in this musical melodrama inspired by the Supremes."
5527,Speech & Debate,"July 6, 2017",2017,PG-13,96,"Fed up with the hypocrisy of the adults around them, three creative high school misfits revive an old debate club as a way to fight back."
5528,Speed Is My Need,"January 9, 2020",2019,TV-14,75,"This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing."
5529,Spider-Man 3,"November 1, 2019",2007,PG-13,139,The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.
5530,Spider-Man: Into the Spider-Verse,"June 26, 2019",2018,PG,117,"After being bitten by a radioactive spider, Brooklyn teen Miles Morales gets a crash course in web-slinging from his alternate-dimension counterparts."
5531,Spitfire: The Plane that Saved the World,"November 1, 2019",2018,TV-14,95,"In this epic documentary, last-surviving veterans trace the history of a legendary fighter aircraft that dominated the air during the Battle of Britain."
5532,Spotlight,"July 22, 2020",2015,R,129,A team of reporters and editors at the Boston Globe relentlessly investigate a shocking child molestation cover-up by the Catholic Church.
5533,Spring Breakers,"January 10, 2021",2012,R,94,"Four cash-strapped college women run afoul of the law — and fall in with a shady hustler — as they join the annual rite of bikinis, beer and debauchery."
5534,Sprinter,"April 15, 2020",2018,TV-MA,112,"When a Jamaican teen hopes to use track to reunite him with his mother in America, family dysfunction at home threatens to knock his plans off course."
5535,Spy Kids,"April 1, 2019",2001,PG,88,The tables are turned when pint-sized kids Carmen and Juni must rescue their secret-agent parents from the diabolical clutches of Alexander Minion.
5536,Spy Kids 2: The Island of Lost Dreams,"March 8, 2019",2002,PG,100,"Spy kids Carmen and Juni Cortez team up with two other pint-size secret agents, Gary and Gerti Giggles, in order to take on an evil scientist."
5537,Spy Kids 3: Game Over,"April 1, 2019",2003,PG,83,"Carmen gets caught in a virtual reality game designed by the kids' new nemesis, the Toymaker, and it's up to Juni to save her by beating the game."
5538,Spy Time,"June 1, 2016",2015,TV-MA,93,"When his girlfriend dumps him for being a bore, a working stiff discovers that his father is a secret agent and a dangerous thug is targeting them."
5539,St. Agatha,"August 8, 2019",2018,TV-MA,103,"Unwed and pregnant, a young woman flees her abusive home in 1950s Georgia and takes refuge at a mysterious convent with a terrible secret."
5540,Staged Killer,"June 28, 2019",2019,TV-14,88,"After a popular morning television host bumps into an old acquaintance with a dark past, her professional and personal lives begin to unravel."
5541,Standoff,"December 11, 2018",2015,R,86,"After witnessing an assassin's slaughter, a young girl holes up in a farmhouse with a suicidal vet, who must use wits and guts to fend off the killer."
5542,Star Men,"February 5, 2017",2015,TV-14,88,Four astronomers from England celebrate 50 years of friendship and achievement by taking a reflective road trip through the American Southwest.
5543,Star Wars: Episode VIII: The Last Jedi,"June 26, 2018",2017,PG-13,152,"As the remnants of the Resistance flee Kylo Ren and the First Order, Rey seeks out Luke Skywalker – but he wants nothing more to do with the Force."
5544,Starred Up,"August 29, 2019",2013,TV-MA,106,"A British juvenile offender's violent temper gets him transferred to an adult prison, where he encounters his estranged father."
5545,Stealing History,"July 1, 2016",2006,TV-PG,52,"Journalists expose how smugglers, dealers, collectors and scholars promote plunder of ancient artifacts from war-torn Iraq, Afghanistan and Pakistan."
5546,Step Brothers,"November 1, 2019",2008,R,98,"Brennan and Dale might be grown men, but that doesn't stop a childish sibling rivalry from erupting after Brennan's mom marries Dale's dad."
5547,Step Outside,"June 6, 2019",2018,TV-14,89,"A down-on-his-luck man reads a book, only to have its characters materialize and take over his life."
5548,Stephanie,"September 1, 2018",2017,R,86,"A menacing, unseen force stalks a young girl living by herself in a suburban house, where she's surrounded by reminders of her once-happy family."
5549,Sthaniya Sambaad,"March 15, 2018",2010,TV-14,106,"In post-Partition Kolkata, a young Bengali poet from an urban colony wanders the city in search of the woman he loves and a channel for his sorrows."
5550,Still,"September 14, 2018",2010,TV-MA,100,"A haunted hotel, a body in a water tank, a nightclub fire and a prison death comprise four horror tales taken from Thailand's newspaper headlines."
5551,Stink!,"November 1, 2018",2015,TV-PG,91,"After noting a strange odor in his child’s pajamas, a single dad’s search for the source uncovers potentially toxic secrets of the chemical industry."
5552,Stonehearst Asylum,"September 8, 2017",2014,PG-13,113,"In 1899, a young doctor arrives at an asylum for an apprenticeship and becomes suspicious of his mentor's methods while falling for a female patient."
5553,Stop at Nothing: The Lance Armstrong Story,"February 15, 2015",2014,NR,100,"An athlete dupes the world with his tale of miraculous recovery from cancer, becoming a sports hero and beacon of hope, but can he outpace the truth?"
5554,Story of an Egg,"October 15, 2017",2017,TV-PG,132,"When an astrologer gives him one year to find a mate or face being alone forever, a professor sets out to find a bride despite serious obstacles."
5555,Straight Up,"June 26, 2020",2020,TV-MA,96,"When a gay brainiac with OCD questions his identity, he enters a romantic relationship with a woman, leaving sex and physical intimacy out of it."
5556,Strange but True,"August 30, 2020",2019,PG-13,96,A young woman rattles her former boyfriend’s family when she reveals she is pregnant with his child — despite his death five years ago.
5557,Stranger than Fiction,"October 1, 2020",2006,PG-13,113,"As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered."
5558,Strictly Ballroom,"January 1, 2020",1992,PG,95,"Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
5559,Strike a Pose,"April 7, 2017",2016,TV-MA,85,"A quarter-century later, this documentary relocates the male dancers who backed Madonna on her 1990 Blond Ambition tour, as seen in ""Truth or Dare."""
5560,Stripes,"September 1, 2019",1981,R,106,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too."
5561,Striptease,"January 1, 2021",1996,R,117,A former FBI employee works as a stripper to finance her custody battle for her daughter when a secretly shady congressman takes an interest in her.
5562,Stronger Than the World,"February 11, 2017",2016,NR,123,"After a tough upbringing, natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic."
5563,Stuart Little 2,"January 1, 2020",2002,PG,78,"Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster."
5564,Submission,"November 11, 2019",2019,TV-MA,95,"After a near-death trip home, a Marine looking to help his comrade survive returns to the underground world of MMA, where new battles await."
5565,Suburra,"October 14, 2015",2015,NR,135,A grueling battle over turning a seaside town near Rome into a gambling paradise exposes criminal rivalries and endemic corruption on a grand scale.
5566,Suckseed,"September 5, 2018",2011,TV-MA,130,"When his boyhood crush Ern returns, Ped forms a band with his friend to impress her. Romantic rivalries bloom after the talented Ern joins the group."
5567,Sudani from Nigeria,"August 1, 2018",2018,TV-14,115,"When a soccer club manager brings one of his injured foreign players home to recuperate, they form an unlikely bond despite their cultural differences."
5568,Suicide (Hitabdut),"July 1, 2016",2014,TV-MA,114,"A failed businessman must kill himself to pay off a loan shark or his family will die, but a detective discovers the case turns on a shocking secret."
5569,Suite Française,"June 5, 2017",2014,TV-MA,107,"Waiting for news of her prisoner-of-war husband, a French woman in Nazi-occupied France reluctantly falls for a German officer quartering in her home."
5570,Summer Night,"March 19, 2020",2019,TV-MA,93,A group of 20-somethings in a small town experience a variety of personal and relationship issues leading up to a gathering at the local watering hole.
5571,Summer of '92,"July 10, 2016",2015,TV-MA,94,"When a quirk of fate kicks the Danish national soccer team into the European Championship final, the coach must whip his unprepared squad into shape."
5572,Sunrise,"March 15, 2017",2014,TV-MA,85,"While investigating a child kidnapping, a Mumbai police inspector is haunted by a shadowy dream figure and memories of his own abducted daughter."
5573,Super Bheem Bana Vajraveer,"June 18, 2019",2018,TV-Y7,63,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!"
5574,Super Dark Times,"January 1, 2018",2017,TV-MA,104,"A tragic accident drives a wedge between two teenage boys, threatening a friendship that had seemed firm and unshakeable."
5575,Super Nani,"March 1, 2018",2014,TV-PG,127,"A loving, concerned American grandson travels to Mumbai to rescue his unappreciated grandmother from her drudgery and fulfill her true potential."
5576,Superbad,"January 1, 2021",2007,R,113,"Hoping to have sex before college, high school seniors Seth and Evan try to score booze for a huge party, leading to a series of wild misadventures."
5577,Superfly,"November 1, 2019",1972,R,91,"To get away from the thug life, cocaine dealer Youngblood Priest puts together one last deal that will net him enough money to start over."
5578,Superman Returns,"October 1, 2019",2006,PG-13,154,"When Superman returns to Metropolis, he finds that Lois Lane has moved on to another man and Lex Luthor is developing a new plan to rule the world."
5579,Superstar,"November 20, 2019",1999,PG-13,82,A socially awkward Catholic schoolgirl vows to win a dreamy classmate’s affections by taking first prize at an upcoming talent show.
5580,Surat Dari Praha,"October 9, 2018",2016,TV-14,98,"Hoping to fulfill her deceased mother's final wish, a young woman travels to Prague to deliver an old letter to a mysterious man."
5581,Survivors Guide to Prison,"May 24, 2018",2017,TV-MA,103,"Former inmates, officers and celebrities critique the U.S. prison system in this documentary packaged as a how-to handbook for the incarcerated."
5582,Susanne Bartsch: On Top,"December 10, 2018",2017,TV-MA,86,"Beyond her larger-than-life persona, this documentary reveals the woman behind the famed event planner, and her legacy as a cultural icon and activist."
5583,Sustainable,"March 1, 2017",2016,TV-G,92,"Chef Rick Bayless, farmers and others discuss the history leading to the sustainable food movement and how it could change what we eat in the future."
5584,Swami,"December 31, 2019",1977,TV-PG,123,"After she enters into an arranged marriage, a spirited and intellectual young woman tries to adjust to life with a man who was not her choice."
5585,Sweeney Todd: The Demon Barber of Fleet Street,"January 1, 2020",2007,R,116,"After being falsely imprisoned, a vengeful murderer covers his tracks by enlisting the help of a baker whose meat pies become the toast of London."
5586,Sweet Virginia,"December 1, 2019",2017,R,93,"In a remote Alaskan town reeling from a sudden triple murder, a former rodeo champ befriends a lone newcomer with a violent occupation."
5587,Swiss Army Man,"January 30, 2019",2016,R,97,A washed-up corpse with surprising abilities gives a hopeless man stranded in the wilderness someone to talk to – and a newfound reason to live.
5588,Sword Master,"June 10, 2017",2016,TV-MA,108,"Haunted by the past, a master swordsman masks his identity to work anonymously as a janitor in a brothel, setting in motion a violent chain of events."
5589,Sword Masters: Two Champions of Shaolin,"August 16, 2018",1980,R,101,"Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter."
5590,Taal,"March 1, 2018",1999,TV-PG,177,"Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in."
5591,Tahaan,"July 15, 2018",2008,TV-14,95,"After his family's donkey is confiscated by a moneylender, 8-year-old Tahaan travels across conflict-torn Kashmir to find his beloved pet."
5592,Take Me Home Tonight,"May 16, 2019",2011,R,97,"Set in the financial boom of the late 1980s, this tale centers on a recent college grad trying to figure out what to do with his life."
5593,Tamanchey,"October 15, 2017",2014,TV-MA,111,A man and a woman on the run from the law are drawn to each other through the common bond of their mutual dependency.
5594,Tarif de nuit,"March 1, 2018",2015,TV-MA,81,"A night out in Paris quickly unravels when two friends provoke the wrong taxi driver, who's after something bigger than cab fare."
5595,Tarzan,"June 23, 2018",1999,G,89,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle."
5596,Tarzan 2,"June 23, 2017",2005,G,72,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.
5597,Tattah,"May 9, 2019",2013,TV-14,112,A down-on-his-luck man must prove he's not as hapless as he seems when the woman he's on a date with is suddenly kidnapped.
5598,Tayo the Little Bus Movie: Mission Ace,"July 1, 2019",2016,TV-Y7,48,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away."
5599,Teach Us All,"September 25, 2017",2017,TV-14,81,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that."
5600,Teen Patti,"March 1, 2018",2010,TV-PG,137,"Luck brings together math expert Perci Trachtenberg and obscure genius Venkat Subramaniam in a casino, but the foundations of probability may be utterly altered when their chat leads Subramaniam to try a new theory in the gambling dens of Mumbai."
5601,Teenage Cocktail,"January 15, 2017",2016,TV-MA,89,"Two teen girls form an intense bond and launch a lucrative webcam business, leading them to a dangerous encounter with a middle-aged married man."
5602,Teenage Mutant Ninja Turtles,"May 1, 2019",2007,PG,87,"In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York."
5603,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"January 1, 2020",1991,PG,88,"The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
5604,Teenage Mutant Ninja Turtles: The Movie,"January 1, 2020",1990,PG,94,"After exposure to a strange, glowing ooze, four mutant turtles train as ninjas in the sewers and fight crime wherever they find it."
5605,Tees Maar Khan,"August 2, 2018",2010,TV-PG,125,A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.
5606,Tellur Aliens,"December 1, 2016",2016,TV-Y7,67,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
5607,Temporada de Caza,"July 15, 2018",2017,TV-MA,108,Animosity gives way to love and forgiveness when an angry teenager reunites with his estranged biological father in the wilds of Patagonia.
5608,Ten Years,"February 12, 2019",2015,TV-MA,102,"Five shorts reveal a fictional Hong Kong in 2025, depicting a dystopian city where residents and activists face crackdowns under iron-fisted rule."
5609,Terminator 3: Rise of the Machines,"January 1, 2020",2003,R,109,"Ten years after John Connor saved Earth from Judgment Day, he encounters T-X, a robotic assassin ordered to finish what T-1000 started."
